Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link	Condition	Seller Notes	Brand	Model	Storage Capacity	Network	Camera Resolution	Screen Size	Lock Status	RAM	Contract	Operating System	Model Number	Style	MPN	Connectivity	Features	SIM Card Slot	Memory Card Type	Processor	Color	2G	3G	4G	5G	Bluetooth	GSM	WI-FI	Micro USB	USB	Type-C	Fast_usb	NFC	Dual-Band	ANT+	Android Beam	Beidou	Cellular	FM	DLNA	EDGE	Fast Charge	GPS	Galileo	Global Version	HDMI Micro	Glonass	Headphone Jack	OTA	OTG	Infrared	Lightning	Quad-Band	Tri-Band	Wireless charging	WAP	WCDMA	Last_Sale	Is_Target
Samsung Galaxy Note8 64GB Unlocked Verizon AT&T Sprint T-Mobile Smartphone Good	160.38	16.45	426.0	68319.79	https://www.ebay.com/itm/203551297190?nordt=true&orig_cvip=true&rt=nc	Used	“Each device is 100% fully functional. Stock Photos, you will receive a device that is Good-Used ...Read moreabout the seller notes“Each device is 100% fully functional. Stock Photos, you will receive a device that is Good-Used Condition, has various scratches/scuffs overall good cosmetic condition. Select your Color, Storage Capacity and Carrier.  You will receive a Samsung Galaxy Note 8 and non-OEM compatible charger/data cable. SIM CARD NOT INCLUDED. Nothing else will be included unless specifically listed in our listing. The phone maybe locked to a specific carrier or Unlocked. Unlocked phones will work with most GSM SIM Cards, please check with your Carrier to ensure compatibility. May NOT work on Sprint or other CDMA Carriers. Carrier locked phones will only work on that specific carrier.”Read Lessabout the seller notes	samsung	Samsung Galaxy Note8	64.0	Operator	12.0	6.3	Factory Unlocked	6.0	Without Contract	Android	N9500, SM-N950, SM-N950U, SM-N950U1	Bar	SM-N950	3G, 4G, Bluetooth, LTE, USB Type-C, Wi-Fi	Camera, Color Screen, Fast Charging, Front Camera, GPS, Internet Connectivity, Stylus, Vibration, Wireless Charging	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 8 64GB 128GB 256GB Fully Unlocked SmartPhone AT&T T-mobile Verizon	126.2	6.8	344.0	43413.3	https://www.ebay.com/itm/233416795867?nordt=true&orig_cvip=true&rt=nc	Used	“These are C grade units in used condition and will have scratches and scuffs. Perfect if looking ...Read moreabout the seller notes“These are C grade units in used condition and will have scratches and scuffs. Perfect if looking for a fully functional device that you can put in a case to hide scratches. Factory Unlocked and Compatible With Any Carrier Including AT&T, T-mobile, Verizon StraightTalk, Metro PCS....Not Compatible With Sprint or Boost.”Read Lessabout the seller notes	apple	iPhone 8	105.2	Unlocked	17.588671875	5.916407485281749	Factory Unlocked	4.979014989293362	Without Contract	IOS	A2111 (CDMA + GSM)	Bar	IPH8 GSM	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
New Samsung Galaxy S22 Ultra 5G SM-S908U 128GB Factory Unlocked Smartphone	830.02	26.53	313.0	259795.87	https://www.ebay.com/itm/195032808393?nordt=true&orig_cvip=true&rt=nc	New	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Samsung Galaxy S22 Ultra	128.0	Unlocked	32.0	6.8	Factory Unlocked	8.0	Without Contract	Android	S908U	Smartphone	SM-S908U	4G, 5G, Bluetooth, GPS	Internet Browser, Touchscreen, 4G Data Capable, 5G Data Capable, 4K Video Recording, 8K Video Recording, Accelerometer, Bluetooth Enabled, Facial Recognition, Fingerprint Sensor, Front Camera, Geotagging, GPS, Speakerphone, Water-Resistant, Wi-Fi Capable	Single SIM	None	Octa Core	Black	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 12 64GB Unlocked Smartphone - Excellent	415.0	0.0	332.0	137778.68	https://www.ebay.com/itm/255670467920?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“This iPhone 12 is in Excellent condition. It is 100% functional and in near perfect cosmetic ...Read moreabout the seller notes“This iPhone 12 is in Excellent condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	apple	iPhone 12	64.0	Unlocked	12.0	6.1	Network Unlocked	4.0	Without Contract	IOS	A2172	Smartphone	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 11 - 64 / 128 / 256 - Factory Unlocked - Smartphone - Very Good	395.96	17.15	335.0	132646.34	https://www.ebay.com/itm/115111822719?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & ...Read moreabout the seller notes“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	apple	Apple iPhone 11	105.2	Unlocked	12.0	6.1	Factory Unlocked	4.0	Without Contract	IOS	A2111 (CDMA + GSM)	Bar	MWL82LL/A, MWLC2LL/A, MWLD2LL/A, MWL92LL/A, MWLA2LL/A, MHCP3LL/A, MWLE2LL/A, MWLG2LL/A, MWLF2LL/A, MWLK2LL/A, MWLJ2LL/A, MWLH2LL/A, MWLL2LL/A, MWLM2LL/A, MWLN2LLA, MWL62LL/A, MWLP2LL/A	2G, 3G, 4G, Bluetooth, GPRS, GPS, Lightning, NFC, Wi-Fi	4K Video Recording, Accelerometer, Facial Recognition, Fast Charging, Fast Wireless Charging, Global Ready, NFC Connectivity, Wireless Charging	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 11 Pro Max 64GB Space Gray - (T-Mobile) MWFN2LL/A iOS Smartphone	332.17	0.0	393.0	130544.04	https://www.ebay.com/itm/134283349943?nordt=true&orig_cvip=true&rt=nc	New	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 11 Pro Max	64.0	Operator	12.0	6.5	Factory Unlocked	4.979014989293362	Without Contract	IOS	A2161 (CDMA + GSM)	Bar	MWFN2LL/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Super Retina Xdr Display, Fast Wireless Charging, Dust-Resistant, OLED Display, Telephoto Lens, Water-Resistant, 4K Video Recording, Facial Recognition, Wide-Angle Camera, Ultra Wide-Angle Camera, HDR Display, eSIM, Fast Charging, Triple Rear Camera	Single SIM	MicroSD	Hexa Core	Gray	0	0	1	0	1	0	1	0	0	0	0.0	1	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	1.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Google Pixel 3 XL - G013C 64GB/128GB Smartphone Unlocked Multi-Band GSM/CDMA	107.52	11.46	367.0	39461.33	https://www.ebay.com/itm/184879443244?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“Refurbished: The Phone is fully Refurbished to meet the original Manufacturer's standards. All ...Read moreabout the seller notes“Refurbished: The Phone is fully Refurbished to meet the original Manufacturer's standards. All phone components passed a strict functionality test and are fully functional.Performance: Works Like New, the battery Health is over 80%. The LCD is free of any defects!Cosmetics: The phone will show minor signs of usage such as light scratches.In the Box: The phone comes in a white box with a Charger and USB cable. Headsets, SIM-Card, and Manual are NOT included.Warranty: One-Year Warranty from Allstate-eBay”Read Lessabout the seller notes	google	Google Pixel 3 XL	64.0	Unlocked	12.0	6.3	Factory Unlocked	4.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	Does Not Apply	3G, 4G	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Octa Core	Black, White, Pink	0	1	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy A51 128GB Crush Black Verizon Smartphone SMA515UZKVZ	182.8	0.0	353.0	64529.8	https://www.ebay.com/itm/143744442378?nordt=true&orig_cvip=true&rt=nc	Open box	“The item in this listing is an Open Box (packaging maybe slightly distressed) The unit powers on ...Read moreabout the seller notes“The item in this listing is an Open Box (packaging maybe slightly distressed) The unit powers on with factory settings restored and includes the original accessories. Please refer to the description for a list of accessories or items that are included.”Read Lessabout the seller notes	samsung	Samsung Galaxy A51	128.0	Operator	12.0	6.5	Factory Unlocked	4.0	Without Contract	Android	SM-A515U	Bar	SM-A515UZKNVZW, SMA515UZKNVZW	USB Type-C, Bluetooth, 4G, Wi-Fi, NFC	Proximity Sensor, Gyro Sensor, Quad Rear Camera, Accelerometer, Fingerprint Sensor	Single SIM	MicroSD	Octa Core	Black	0	0	1	0	1	0	1	0	0	1	0.0	1	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
TCL 20XE - Boost Mobile Prepaid Smartphone - Brand New	62.34	0.0	673.0	41957.04	https://www.ebay.com/itm/125121599533?nordt=true&orig_cvip=true&rt=nc	New	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	tcl	XE20	32.0	Operator	17.588671875	5.916407485281749	Network Locked	4.979014989293362	Prepaid	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Visible Midnight Smartphone -32GB - Wireless Charging (T-Mobile/Verizon/Visible)	46.46	0.0	300.0	13937.49	https://www.ebay.com/itm/125464947357?nordt=true&orig_cvip=true&rt=nc	Open box	“Open Box, otherwise brand new condition. Brand new wireless charger included.”	visible	Midnight	32.0	Operator	13.0	6.5	Verizon	3.0	Without Contract	Android	WTVIS01VS	Bar	Does Not Apply	4G	"Wireless Charging, Android 11, 6.52"" HD+ display"	Single SIM	MicroSD	Others	Midnight Blue-gray	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Visible Midnight Smartphone -32GB - Wireless Charging (T-Mobile/Verizon/Visible)	46.46	0.0	300.0	13937.49	https://www.ebay.com/itm/125464947357?nordt=true&orig_cvip=true&rt=nc	Open box	“Open Box, otherwise brand new condition. Brand new wireless charger included.”	visible	Midnight	32.0	Operator	13.0	6.5	Verizon	3.0	Without Contract	Android	WTVIS01VS	Bar	Does Not Apply	4G	"Wireless Charging, Android 11, 6.52"" HD+ display"	Single SIM	MicroSD	Others	Midnight Blue-gray	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Visible Midnight Smartphone -32GB - Wireless Charging (T-Mobile/Verizon/Visible)	46.46	0.0	300.0	13937.49	https://www.ebay.com/itm/125464947357?nordt=true&orig_cvip=true&rt=nc	Open box	“Open Box, otherwise brand new condition. Brand new wireless charger included.”	visible	Midnight	32.0	Operator	13.0	6.5	Verizon	3.0	Without Contract	Android	WTVIS01VS	Bar	Does Not Apply	4G	"Wireless Charging, Android 11, 6.52"" HD+ display"	Single SIM	MicroSD	Others	Midnight Blue-gray	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Visible Midnight Smartphone -32GB - Wireless Charging (T-Mobile/Verizon/Visible)	46.46	0.0	300.0	13937.49	https://www.ebay.com/itm/125464947357?nordt=true&orig_cvip=true&rt=nc	Open box	“Open Box, otherwise brand new condition. Brand new wireless charger included.”	visible	Midnight	32.0	Operator	13.0	6.5	Verizon	3.0	Without Contract	Android	WTVIS01VS	Bar	Does Not Apply	4G	"Wireless Charging, Android 11, 6.52"" HD+ display"	Single SIM	MicroSD	Others	Midnight Blue-gray	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy Note 9 128GB N960U Unlocked Smartphone AT&T T-Mobile Sprint Dot C	184.05	6.16	316.0	58159.35	https://www.ebay.com/itm/124888960267?nordt=true&orig_cvip=true&rt=nc	Used	“Obvious dot on the screen,in poor condition,has obvious scratches,not new items,please check ...Read moreabout the seller notes“Obvious dot on the screen,in poor condition,has obvious scratches,not new items,please check carefully before you pay for it!!!The device will show a Pink/Green SHADE /DOT / Line ON THE SCREEN, which will not impact the functionality of the device. The cosmetic condition is fair, it may show heavy signs of wear and tear, such as dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	samsung	Samsung Galaxy Note9	128.0	Unlocked	12.0	6.4	Factory Unlocked	6.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	SM-N960U	2G, 3G, 4G, Bluetooth, GPS, USB Type-C, Wi-Fi	AMOLED Display, Bluetooth Enabled, Camera, Email, Web, Fast Charging, Fingerprint Sensor, FM Radio, Front Camera, GPS, Music Player, Rear Camera, Sim Free, Speakerphone, Touch Screen, Wi-Fi Capable	Single SIM	MicroSD	Octa Core	Black	1	1	1	0	1	0	1	0	0	1	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy Note 9 128GB N960U Unlocked Smartphone AT&T T-Mobile Sprint Dot C	184.05	6.16	316.0	58159.35	https://www.ebay.com/itm/124888960267?nordt=true&orig_cvip=true&rt=nc	Used	“Obvious dot on the screen,in poor condition,has obvious scratches,not new items,please check ...Read moreabout the seller notes“Obvious dot on the screen,in poor condition,has obvious scratches,not new items,please check carefully before you pay for it!!!The device will show a Pink/Green SHADE /DOT / Line ON THE SCREEN, which will not impact the functionality of the device. The cosmetic condition is fair, it may show heavy signs of wear and tear, such as dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	samsung	Samsung Galaxy Note9	128.0	Unlocked	12.0	6.4	Factory Unlocked	6.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	SM-N960U	2G, 3G, 4G, Bluetooth, GPS, USB Type-C, Wi-Fi	AMOLED Display, Bluetooth Enabled, Camera, Email, Web, Fast Charging, Fingerprint Sensor, FM Radio, Front Camera, GPS, Music Player, Rear Camera, Sim Free, Speakerphone, Touch Screen, Wi-Fi Capable	Single SIM	MicroSD	Octa Core	Black	1	1	1	0	1	0	1	0	0	1	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy Note 9 128GB N960U Unlocked Smartphone AT&T T-Mobile Sprint Dot C	184.05	6.16	316.0	58159.35	https://www.ebay.com/itm/124888960267?nordt=true&orig_cvip=true&rt=nc	Used	“Obvious dot on the screen,in poor condition,has obvious scratches,not new items,please check ...Read moreabout the seller notes“Obvious dot on the screen,in poor condition,has obvious scratches,not new items,please check carefully before you pay for it!!!The device will show a Pink/Green SHADE /DOT / Line ON THE SCREEN, which will not impact the functionality of the device. The cosmetic condition is fair, it may show heavy signs of wear and tear, such as dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	samsung	Samsung Galaxy Note9	128.0	Unlocked	12.0	6.4	Factory Unlocked	6.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	SM-N960U	2G, 3G, 4G, Bluetooth, GPS, USB Type-C, Wi-Fi	AMOLED Display, Bluetooth Enabled, Camera, Email, Web, Fast Charging, Fingerprint Sensor, FM Radio, Front Camera, GPS, Music Player, Rear Camera, Sim Free, Speakerphone, Touch Screen, Wi-Fi Capable	Single SIM	MicroSD	Octa Core	Black	1	1	1	0	1	0	1	0	0	1	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy Note 9 128GB N960U Unlocked Smartphone AT&T T-Mobile Sprint Dot C	184.05	6.16	316.0	58159.35	https://www.ebay.com/itm/124888960267?nordt=true&orig_cvip=true&rt=nc	Used	“Obvious dot on the screen,in poor condition,has obvious scratches,not new items,please check ...Read moreabout the seller notes“Obvious dot on the screen,in poor condition,has obvious scratches,not new items,please check carefully before you pay for it!!!The device will show a Pink/Green SHADE /DOT / Line ON THE SCREEN, which will not impact the functionality of the device. The cosmetic condition is fair, it may show heavy signs of wear and tear, such as dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	samsung	Samsung Galaxy Note9	128.0	Unlocked	12.0	6.4	Factory Unlocked	6.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	SM-N960U	2G, 3G, 4G, Bluetooth, GPS, USB Type-C, Wi-Fi	AMOLED Display, Bluetooth Enabled, Camera, Email, Web, Fast Charging, Fingerprint Sensor, FM Radio, Front Camera, GPS, Music Player, Rear Camera, Sim Free, Speakerphone, Touch Screen, Wi-Fi Capable	Single SIM	MicroSD	Octa Core	Black	1	1	1	0	1	0	1	0	0	1	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
LG Stylo 5 - 32GB - Sprint Unlocked - Smartphone - White - Very Good	74.51	29.47	415.0	30922.49	https://www.ebay.com/itm/144148545114?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & ...Read moreabout the seller notes“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	lg	LG Stylo 5	32.0	Unlocked	13.0	6.2	Network Unlocked	3.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	LMQ720QMAAMZSW	Bluetooth, 4G, Wi-Fi	Accelerometer, Ambient Light Sensor, Barometer, Bluetooth Enabled, Front Camera	Single SIM	MicroSD	Octa Core	White	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
LG Stylo 5 - 32GB - Sprint Unlocked - Smartphone - White - Very Good	74.51	29.47	415.0	30922.49	https://www.ebay.com/itm/144148545114?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & ...Read moreabout the seller notes“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	lg	LG Stylo 5	32.0	Unlocked	13.0	6.2	Network Unlocked	3.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	LMQ720QMAAMZSW	Bluetooth, 4G, Wi-Fi	Accelerometer, Ambient Light Sensor, Barometer, Bluetooth Enabled, Front Camera	Single SIM	MicroSD	Octa Core	White	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
LG Stylo 5 - 32GB - Sprint Unlocked - Smartphone - White - Very Good	74.51	29.47	415.0	30922.49	https://www.ebay.com/itm/144148545114?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & ...Read moreabout the seller notes“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	lg	LG Stylo 5	32.0	Unlocked	13.0	6.2	Network Unlocked	3.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	LMQ720QMAAMZSW	Bluetooth, 4G, Wi-Fi	Accelerometer, Ambient Light Sensor, Barometer, Bluetooth Enabled, Front Camera	Single SIM	MicroSD	Octa Core	White	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
LG Stylo 5 - 32GB - Sprint Unlocked - Smartphone - White - Very Good	74.51	29.47	415.0	30922.49	https://www.ebay.com/itm/144148545114?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & ...Read moreabout the seller notes“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	lg	LG Stylo 5	32.0	Unlocked	13.0	6.2	Network Unlocked	3.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	LMQ720QMAAMZSW	Bluetooth, 4G, Wi-Fi	Accelerometer, Ambient Light Sensor, Barometer, Bluetooth Enabled, Front Camera	Single SIM	MicroSD	Octa Core	White	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
